burst_id,dominant_time_s,dominant_freq_hz,omega_star_e_q1,omega_star_i_q1,omega_tor_q1,omega_tor_q1_err,omega_tor_q1_snr,shot,target_n,target_m,target_mode_label
3,0.7808937106918238,5672.955974842767,-3908.4072011070457,13510.757996552642,3.2198279671091883,1.4442711208709962,2.229379179975161,1160718023,1.0,3.0,"(3,1)"
6,0.8131763157894737,8733.552631578947,-20305.803105957715,24040.317507343698,5.193294345743226,0.7618801955251941,6.816418613117096,1160718023,1.0,3.0,"(3,1)"
7,0.8275160636758322,10657.018813314038,-2586.0006732318907,20381.055551623347,6.210319475144914,0.7104675762707688,8.741172268188178,1160718023,1.0,3.0,"(3,1)"
8,0.8425458498023715,10707.509881422924,-4287.046546888333,15497.32061325553,5.7386667692879,0.6228678532138521,9.213297394748702,1160718023,1.0,3.0,"(3,1)"
9,0.8555664179104479,11716.41791044776,-13708.353407250712,15887.275594047465,5.917311542999384,0.5831536562593198,10.147088129321515,1160718023,1.0,3.0,"(3,1)"
11,0.8723746376811595,12467.391304347826,-27178.025756103336,23255.262484294875,7.123505400777964,0.6223720072502728,11.44573553725627,1160718023,1.0,3.0,"(3,1)"
12,0.8832985781990523,10890.995260663507,-11077.825284991493,22968.396018346335,6.106753724635858,0.7218398051885161,8.459984723398588,1160718023,1.0,3.0,"(3,1)"
13,0.8876057939914164,11118.02575107296,-4729.654712677111,22855.287038083272,5.705857283537638,0.7610591024200904,7.497259102996853,1160718023,1.0,3.0,"(3,1)"
14,0.9003950581395349,10715.116279069767,-12182.93120954005,21065.932668534762,6.241179026811561,0.7091086920122806,8.801442003341673,1160718023,1.0,3.0,"(3,1)"
15,0.9156167862266857,10304.16068866571,-27446.29499533896,21016.81783686013,6.3505972526193535,0.6934791699824141,9.157589048825212,1160718023,1.0,3.0,"(3,1)"
16,0.9317157894736843,9674.342105263158,-37453.420686403806,24482.5699292519,5.057046015041441,0.8126245859919907,6.223102404498605,1160718023,1.0,3.0,"(3,1)"
17,0.9435118210862619,10795.52715654952,-15123.370921807742,21758.852876355595,6.217145430823554,0.739348966755871,8.40894585692499,1160718023,1.0,3.0,"(3,1)"
20,0.9694896616541354,10791.353383458647,-696.7368283208066,19838.35148381544,6.309059208346478,0.7846988344803087,8.040102687962891,1160718023,1.0,3.0,"(3,1)"
26,1.0189640471512769,9793.713163064833,-5465.110182586923,21540.687301906815,6.3974280403244626,0.775903269139838,8.245136081739435,1160718023,1.0,3.0,"(3,1)"
27,1.032319391634981,11539.923954372623,-6912.851786901022,26388.476910421185,8.047444602761002,0.8255653287686175,9.7477986566663,1160718023,1.0,3.0,"(3,1)"
28,1.0496077551020409,9968.707482993197,-2530.9163613457595,32906.749354714215,7.278599883067054,0.7786821795130514,9.347330752604,1160718023,1.0,3.0,"(3,1)"
30,1.0693666666666666,8582.456140350878,-1446.4437606782435,23885.984738979372,6.2806034164321405,0.7853751954836539,7.996946494553328,1160718023,1.0,3.0,"(3,1)"
32,1.0847872596153845,10192.307692307691,4368.95784331272,23323.966873380643,6.416878592857041,0.7414334273750849,8.654692863761047,1160718023,1.0,3.0,"(3,1)"
34,1.1120590027700832,9645.429362880886,-1112.4508305567797,27009.46882027452,6.907768755155992,0.829699210919047,8.325630137100344,1160718023,1.0,3.0,"(3,1)"
35,1.127742216981132,10655.66037735849,-1412.7137162406689,24904.18342982651,6.2870127140315715,0.7730548356218991,8.1326866146227,1160718023,1.0,3.0,"(3,1)"
39,1.157338047808765,10155.378486055777,6365.25562317732,24764.56342577025,5.439594314439266,0.7858442030118573,6.921975492841028,1160718023,1.0,3.0,"(3,1)"
40,1.1766871382636657,10877.81350482315,-1318.894498079667,23747.524224815083,6.0542983258545116,0.8205531831500262,7.378313130920572,1160718023,1.0,3.0,"(3,1)"
42,1.2114186688311688,10733.766233766233,-13867.230683253252,29640.675080211022,5.443911114132465,0.9281889788487437,5.8650891555345614,1160718023,1.0,3.0,"(3,1)"
43,1.2235321888412016,10699.570815450645,-10005.118361784625,24394.637570880717,4.197859163676357,0.8893243651463663,4.720279043502274,1160718023,1.0,3.0,"(3,1)"
45,1.2400229007633587,10218.829516539441,-5074.05430491914,23959.155814660324,5.214568061527586,0.9076783886318049,5.744951214920738,1160718023,1.0,3.0,"(3,1)"
47,1.254397249508841,11094.302554027505,-2032.4871116383727,26336.481363323892,7.1234967826877345,0.9448031603968313,7.5396623141012356,1160718023,1.0,3.0,"(3,1)"
51,1.28055568627451,10466.666666666666,-1829.0555648820064,27918.496279210525,6.856825421263634,0.8959340989109338,7.653269843840693,1160718023,1.0,3.0,"(3,1)"
54,1.3019520833333333,11403.935185185184,-16728.622851798897,24171.79543557047,5.643230344601236,0.8614225726066985,6.5510592873421,1160718023,1.0,3.0,"(3,1)"
55,1.3201600422832984,12124.735729386892,-14400.24204703979,19985.895226599085,4.871565315734942,0.8917455735913771,5.462954299975286,1160718023,1.0,3.0,"(3,1)"
56,1.3373531951640762,11623.48877374784,-2858.8317182115047,24984.654052656148,4.520279688880875,0.9213329123234881,4.9062392414499625,1160718023,1.0,3.0,"(3,1)"
58,1.3535516949152544,11124.293785310734,-2705.475679541211,32993.570022427884,5.100830420794338,0.9340951535854812,5.460718216142151,1160718023,1.0,3.0,"(3,1)"
60,1.3690815642458098,11193.66852886406,-3747.66508868024,24493.34663240228,5.534121360035976,0.9575920111277709,5.7792058577413945,1160718023,1.0,3.0,"(3,1)"
61,1.386706488991889,11337.195828505215,-13768.406440079454,14363.984241036693,4.445929686193049,1.0768885484747375,4.128495648403066,1160718023,1.0,3.0,"(3,1)"
