burst_id,dominant_time_s,dominant_freq_hz,omega_star_e_q1,omega_star_i_q1,omega_tor_q1,omega_tor_q1_err,omega_tor_q1_snr,shot,target_n,target_m,target_mode_label
0,0.7175412698412699,1984.126984126984,53437.24136772833,-23190.00890518979,-4.137289587220332,0.4541574159163531,9.109814003306598,1160920012,-1.0,-3.0,"(-3,-1)"
2,0.7537304347826087,4021.7391304347825,62599.67402984128,-21538.952234848537,-5.215985108333871,0.4285486691347764,12.171278279465312,1160920012,-1.0,-3.0,"(-3,-1)"
4,0.7776053125,6987.5,46523.669460220735,-18144.531006268335,-9.12727571140772,0.42266903605670414,21.594379840455662,1160920012,-1.0,-3.0,"(-3,-1)"
5,0.7895776785714286,6741.071428571428,29865.095585893607,-11422.819796188789,-10.085077475568045,0.4293436857973722,23.48952088776653,1160920012,-1.0,-3.0,"(-3,-1)"
7,0.8032901515151515,9386.363636363636,73815.16577171096,-18159.27539258588,-8.657884490822154,0.4231110025757834,20.46244233337194,1160920012,-1.0,-3.0,"(-3,-1)"
8,0.8158111111111113,10830.409356725146,63456.69196683432,-16749.66233283699,-8.355876542429947,0.416241858646215,20.074570514379786,1160920012,-1.0,-3.0,"(-3,-1)"
9,0.8269509881422924,12387.351778656126,48304.13872164844,-13419.850846219359,-9.009609557861943,0.40888071976599877,22.034811431113983,1160920012,-1.0,-3.0,"(-3,-1)"
10,0.8430887139107612,13519.685039370079,77113.61037651973,-17153.578163568007,-8.919651467145096,0.40380069045921574,22.089242732600006,1160920012,-1.0,-3.0,"(-3,-1)"
11,0.8563918309859154,13636.61971830986,54425.948331564745,-16783.198933914657,-8.733874728529791,0.3996441503964259,21.85412877898062,1160920012,-1.0,-3.0,"(-3,-1)"
12,0.8689490272373541,14385.2140077821,67935.58727883377,-15752.922176985652,-8.65826531871619,0.3938561244125286,21.98332025845926,1160920012,-1.0,-3.0,"(-3,-1)"
13,0.8834341397849462,13836.021505376344,64462.33703177393,-16822.054168183255,-8.676646634167714,0.3920507729336553,22.131436112832297,1160920012,-1.0,-3.0,"(-3,-1)"
14,0.896557438016529,14163.223140495867,51219.323968737684,-16715.600005573066,-8.441368683163457,0.3949771251135249,21.37179129231149,1160920012,-1.0,-3.0,"(-3,-1)"
15,0.910541313559322,14226.694915254237,78735.07595818483,-14999.780839822908,-8.068688775400853,0.40073290881397217,20.13482945356627,1160920012,-1.0,-3.0,"(-3,-1)"
16,0.9234360377358491,13686.792452830188,56780.118584254444,-14888.404140580862,-8.552701669712896,0.40009782950338474,21.37652603696652,1160920012,-1.0,-3.0,"(-3,-1)"
17,0.9380350674373795,14633.911368015415,34991.1076665335,-14674.777394877226,-8.435856138723317,0.3986466415657057,21.16123719389946,1160920012,-1.0,-3.0,"(-3,-1)"
18,0.9502790209790208,16531.46853146853,76813.94721773984,-14822.120250539927,-8.241501523576156,0.39692864688281,20.763181464222697,1160920012,-1.0,-3.0,"(-3,-1)"
19,0.9548578587699316,15184.510250569476,67750.00635653317,-14914.3039042473,-8.474218499528998,0.4010910588009089,21.127916750035006,1160920012,-1.0,-3.0,"(-3,-1)"
20,0.9634355329949239,15868.020304568528,56426.192348302684,-14066.678742212494,-8.875452281234592,0.407386725197421,21.786307045065147,1160920012,-1.0,-3.0,"(-3,-1)"
21,0.9749760907504362,14243.4554973822,70292.33634317355,-14808.554716493583,-8.915815368691693,0.4093187788630425,21.782082399094893,1160920012,-1.0,-3.0,"(-3,-1)"
22,0.9911007462686567,17619.402985074626,52262.898666725916,-16078.009831528392,-8.64121829115261,0.4029147684056617,21.446764846436402,1160920012,-1.0,-3.0,"(-3,-1)"
23,1.0008527027027025,13979.72972972973,22676.264606890065,-15487.175272369346,-9.05944331536472,0.40322674968044886,22.467366866271128,1160920012,-1.0,-3.0,"(-3,-1)"
24,1.0119424528301886,16858.490566037737,66800.19486485182,-11181.575562108344,-9.316923280761019,0.4053237537041418,22.986373721293734,1160920012,-1.0,-3.0,"(-3,-1)"
25,1.0166158567774937,14971.867007672634,57576.59292559412,-12448.26020372769,-9.38346280796167,0.40511176946989275,23.16265168064695,1160920012,-1.0,-3.0,"(-3,-1)"
26,1.0284741652021088,15316.34446397188,71129.38775369118,-18459.588171950796,-9.512722604493671,0.4051807392455645,23.47772656273371,1160920012,-1.0,-3.0,"(-3,-1)"
27,1.0435899803536346,14850.687622789785,69015.80589905921,-17993.162363575364,-9.419427693003202,0.40763337852102266,23.107596652606844,1160920012,-1.0,-3.0,"(-3,-1)"
28,1.0576513238289207,14574.338085539715,49144.83503167347,-11834.795336939544,-9.649469724973663,0.42137914915785557,22.89973232956245,1160920012,-1.0,-3.0,"(-3,-1)"
29,1.0735911725955203,14498.02371541502,74494.98820296623,-8005.931192890868,-9.71872952398823,0.43432744888130903,22.37650314070783,1160920012,-1.0,-3.0,"(-3,-1)"
30,1.0857745679012345,14019.753086419752,49457.25900050135,-10091.428902627666,-9.016420097460683,0.43046427439656976,20.94580348183369,1160920012,-1.0,-3.0,"(-3,-1)"
