burst_id,dominant_time_s,dominant_freq_hz,omega_star_e_q1,omega_star_i_q1,omega_tor_q1,omega_tor_q1_err,omega_tor_q1_snr,shot,target_n,target_m,target_mode_label
0,0.6819785310734463,10214.689265536723,-63351.98353907429,32995.26641733296,5.389402115573904,0.32844523916397844,16.408830066442857,1140729021,1.0,2.0,"(2,1)"
1,0.6931346153846152,8528.846153846154,-49503.06115198023,38434.510163819985,5.739923187666381,0.318342630355851,18.030645726744666,1140729021,1.0,2.0,"(2,1)"
2,0.6974976377952756,10673.228346456694,-23898.382087933416,36090.37567264595,5.895025592895088,0.31390643355063086,18.779562834108855,1140729021,1.0,2.0,"(2,1)"
4,0.7116916666666667,12605.263157894737,-55067.61314083821,40319.79504143532,6.392505522522545,0.3001219420315,21.299693981893547,1140729021,1.0,2.0,"(2,1)"
5,0.7158738461538461,14779.48717948718,-44695.61559276185,39231.604492947125,6.490949342027972,0.29718051750388436,21.84177279367962,1140729021,1.0,2.0,"(2,1)"
6,0.7319041095890413,14977.168949771689,-66313.29816349481,39445.43935046619,6.895180365382653,0.284957193572502,24.197249695429445,1140729021,1.0,2.0,"(2,1)"
8,0.74874329004329,13545.454545454546,-16917.460674086407,35576.91540263716,7.464097681771347,0.2695368919178653,27.692304488121227,1140729021,1.0,2.0,"(2,1)"
9,0.7583548387096772,13096.774193548386,-56844.89896606197,42088.68040570233,7.684293350837861,0.26198957532318945,29.330530962381015,1140729021,1.0,2.0,"(2,1)"
12,0.7792594696969696,13560.60606060606,-86402.44371916128,44583.65574538832,8.209213600258737,0.2542926265177533,32.282546736311346,1140729021,1.0,2.0,"(2,1)"
14,0.7995215189873419,12797.468354430379,-9398.786624035558,51012.330522121054,8.650526971062632,0.2526631361180444,34.237392537632,1140729021,1.0,2.0,"(2,1)"
15,0.8022208695652174,13408.695652173914,-19148.603333220017,49981.74548526696,8.631948264437964,0.2529751010425781,34.12173067176728,1140729021,1.0,2.0,"(2,1)"
16,0.8320307017543861,13587.719298245614,-91660.15088960958,53328.13642577908,9.017140892425571,0.2525331904684788,35.70675551874078,1140729021,1.0,2.0,"(2,1)"
20,0.8740524590163933,14360.655737704918,-57315.429349280195,46790.00048173121,9.618894188008595,0.25047169514052936,38.4031184945342,1140729021,1.0,2.0,"(2,1)"
22,0.8916212121212123,14636.363636363636,-14836.250107836866,52185.939860293525,9.834257355421366,0.24754618913704832,39.72695919781198,1140729021,1.0,2.0,"(2,1)"
24,0.9369280701754388,13964.912280701754,-37308.930106648884,50546.25064407273,9.944831284752391,0.24227098432281402,41.04837941097147,1140729021,1.0,2.0,"(2,1)"
25,0.9515302013422818,13899.328859060402,-94195.19585823722,59587.80427217396,10.133349816840907,0.23999559095675682,42.22306658403056,1140729021,1.0,2.0,"(2,1)"
26,0.9642488549618321,14709.923664122138,-63112.25656394896,59611.31335107429,10.194990011313477,0.23839748360631738,42.76467124187093,1140729021,1.0,2.0,"(2,1)"
27,0.9672574803149606,14598.425196850394,-51104.6506652468,58306.98156039379,10.206256044223375,0.2380280610869076,42.87837323725003,1140729021,1.0,2.0,"(2,1)"
30,0.9950745283018868,15905.66037735849,-53881.83682221074,44185.89772806252,10.430994354372267,0.2340372437522839,44.569805160638985,1140729021,1.0,2.0,"(2,1)"
31,1.010225,15885.416666666666,-84347.9812761903,49683.305608700146,10.151760065421838,0.23301536286106814,43.56691310295567,1140729021,1.0,2.0,"(2,1)"
32,1.0238216867469878,16566.265060240963,-31546.08758939391,45792.34313644076,10.507636920070064,0.2303499225863584,45.615977648660774,1140729021,1.0,2.0,"(2,1)"
33,1.0281910112359551,15157.303370786516,-27752.54107545214,47946.93317880465,10.365657615436941,0.2302459059357169,45.01994323552039,1140729021,1.0,2.0,"(2,1)"
37,1.0717761363636362,15306.818181818182,-99524.92886324991,57786.13863717127,11.067847767028073,0.2231222286681601,49.60441562946558,1140729021,1.0,2.0,"(2,1)"
39,1.089614375,14512.5,-93164.19103289758,60654.6847455395,11.107396440950897,0.22309148900998868,49.78852617929129,1140729021,1.0,2.0,"(2,1)"
42,1.1371325203252034,15000.0,-20195.43955483535,51984.64434180506,11.24312696898355,0.2233646516758888,50.33530097366429,1140729021,1.0,2.0,"(2,1)"
43,1.13941968503937,14582.677165354331,-2876.015973480724,50223.49445661111,11.248978761732209,0.22338007178456387,50.3580228615073,1140729021,1.0,2.0,"(2,1)"
44,1.1516382716049383,16222.222222222223,-66557.67657159637,46351.77585739416,11.270349805499546,0.2234871724035367,50.42951541374995,1140729021,1.0,2.0,"(2,1)"
49,1.197123300970874,9553.398058252427,-52994.54023528729,58773.711014718036,11.538016890983322,0.22294367500296705,51.75305776595711,1140729021,1.0,2.0,"(2,1)"
50,1.2007007246376808,15478.260869565218,-55057.66353380159,61982.5558191753,11.729930379578711,0.22244171220149958,52.73260245791092,1140729021,1.0,2.0,"(2,1)"
51,1.2162832535885166,15177.033492822966,-57617.779864031734,63379.80654942914,11.800023055891016,0.22210034500232687,53.129242351097616,1140729021,1.0,2.0,"(2,1)"
53,1.2496445205479452,12328.767123287671,-31454.776976358742,57304.210173417196,11.925348649751525,0.2214425401307581,53.85301596843049,1140729021,1.0,2.0,"(2,1)"
54,1.2625679389312978,15916.030534351145,-76958.52257147181,60437.46231894218,11.890036771753897,0.22147214606744037,53.68637538796083,1140729021,1.0,2.0,"(2,1)"
58,1.3126632183908042,16666.666666666668,-74300.0730323072,53207.0428814809,11.971605017493253,0.22241730197922935,53.82497184778922,1140729021,1.0,2.0,"(2,1)"
59,1.3152135416666668,15687.5,-49332.06477406135,53499.04031521567,11.869722725707952,0.22282458396706342,53.26935885791876,1140729021,1.0,2.0,"(2,1)"
60,1.319491176470588,7058.823529411765,-7453.444082754009,53988.805043092005,11.698836453614998,0.22350771446375703,52.341980596432734,1140729021,1.0,2.0,"(2,1)"
61,1.3309964285714286,15839.285714285714,-117625.63480663583,62535.11654357016,11.657539927371568,0.2240155543716577,52.03897541878222,1140729021,1.0,2.0,"(2,1)"
65,1.3812635294117646,6564.705882352941,-99066.73196785367,62190.60043161984,11.763566657664052,0.2262212075229327,52.00028231867494,1140729021,1.0,2.0,"(2,1)"
67,1.453579674796748,14487.80487804878,-45146.22044456967,41497.42967418466,11.737362378416329,0.24409933964031913,48.08436760095851,1140729021,1.0,2.0,"(2,1)"
68,1.5032007352941175,15639.70588235294,-95815.07866382186,39982.24452106058,11.941470505703492,0.24836431458164487,48.08046005247654,1140729021,1.0,2.0,"(2,1)"
