burst_id,dominant_time_s,dominant_freq_hz,omega_star_e_q1,omega_star_i_q1,omega_tor_q1,omega_tor_q1_err,omega_tor_q1_snr,shot,target_n,target_m,target_mode_label
0,0.7219553459119498,9704.40251572327,-15202.421295519187,11249.700776366892,8.648487290594298,0.5679784533929805,15.226787634161305,1101014029,1.0,2.0,"(2,1)"
1,0.7338490196078431,11666.666666666666,-36959.215204553104,12015.940878118556,9.180177245976957,0.5786314751713381,15.865326446783115,1101014029,1.0,2.0,"(2,1)"
2,0.7534809523809524,12440.47619047619,-36944.38645398741,9412.280332285502,9.986089153675623,0.5866645210568617,17.0218051292516,1101014029,1.0,2.0,"(2,1)"
3,0.7650819819819817,14432.432432432432,-23472.11929676819,2698.02826855734,10.4168342037615,0.5853702676615969,17.79529091112547,1101014029,1.0,2.0,"(2,1)"
4,0.7693737410071942,13424.460431654676,-23725.992230274056,-474.9163419827619,10.574720107914338,0.5847054886417818,18.085549585789693,1101014029,1.0,2.0,"(2,1)"
5,0.7807477419354839,14048.387096774193,-29022.822576000708,-5174.885311205069,11.020309314841063,0.5865588011302341,18.788072557442057,1101014029,1.0,2.0,"(2,1)"
6,0.7993484693877552,13622.448979591836,-53690.553034534176,-1583.5028704959782,11.68331433663674,0.6030677222267898,19.373138216545286,1101014029,1.0,2.0,"(2,1)"
7,0.8098245059288538,14810.276679841898,-69135.64230109642,-261.49696358602296,11.86670964376445,0.61478203679856,19.302303797878704,1101014029,1.0,2.0,"(2,1)"
8,0.8287221498371334,14286.644951140066,-56649.14676625713,5288.108461491453,11.998463124464008,0.6414995521612367,18.70377474784,1101014029,1.0,2.0,"(2,1)"
11,0.8627180327868854,14270.491803278688,-34812.499937313456,10524.131789252868,12.177181943383303,0.7183685175160159,16.95116315159484,1101014029,1.0,2.0,"(2,1)"
12,0.8725978835978836,14748.677248677248,4239.926057023913,4901.562827323945,12.200064925736106,0.7323824061251284,16.658052983937615,1101014029,1.0,2.0,"(2,1)"
13,0.8942681547619048,15000.0,-40785.77766383765,12152.216334075845,12.254286168716346,0.7620270878779143,16.081168719135647,1101014029,1.0,2.0,"(2,1)"
15,0.9064557993730408,15009.404388714733,-5853.423082853726,3748.5577961762465,12.374681223761737,0.765037877906485,16.175252992211146,1101014029,1.0,2.0,"(2,1)"
16,0.9242533333333333,14706.666666666666,-16103.424277591497,-561.9157203055324,12.364178481138515,0.803158024004923,15.394453036134678,1101014029,1.0,2.0,"(2,1)"
17,0.9349255263157895,14897.368421052632,-34350.47140358833,393.3216899337044,12.413935773702022,0.8220823378463905,15.100599054618806,1101014029,1.0,2.0,"(2,1)"
18,0.9573669135802468,15167.901234567902,-43020.55244936455,6781.72068612415,12.576175669766402,0.8559764700151303,14.692197870280364,1101014029,1.0,2.0,"(2,1)"
19,0.9692482866043614,15570.093457943925,-35866.632157539054,4056.278654459277,12.665470574074057,0.8730203655588373,14.507646182992126,1101014029,1.0,2.0,"(2,1)"
20,0.9905467532467532,15285.714285714286,-23054.581946055972,-4284.961007683953,12.851024994145142,0.8842838032819491,14.532692950441456,1101014029,1.0,2.0,"(2,1)"
21,1.0010209770114944,15646.551724137931,-22267.58952520886,-4409.728556006383,12.919504593933272,0.9053082508873085,14.270834913158739,1101014029,1.0,2.0,"(2,1)"
22,1.0204888324873096,14964.467005076142,-32397.43977465483,-628.2953907978736,13.032535939964607,0.9660402605590377,13.490675774136795,1101014029,1.0,2.0,"(2,1)"
23,1.0331506578947367,13322.368421052632,-37958.14842755148,2042.2456837541445,13.05621172640009,1.0097459331933036,12.930194910624746,1101014029,1.0,2.0,"(2,1)"
24,1.0506396825396827,13920.63492063492,-55088.56033526296,5565.662275453671,12.911510229448728,1.045384444901698,12.350968385284185,1101014029,1.0,2.0,"(2,1)"
25,1.0646621739130435,15052.173913043478,-48436.60872198522,5950.983841359648,12.674775324730083,1.0445110412366247,12.134649442981546,1101014029,1.0,2.0,"(2,1)"
26,1.0742546116504854,14660.194174757282,15869.242818807761,1789.3940260912514,12.509892703727823,1.0447662714726302,11.973867309187485,1101014029,1.0,2.0,"(2,1)"
27,1.0965291139240507,15402.531645569621,-45127.425928430974,12781.461082008678,12.169470826195713,1.0388371372542367,11.714512689025531,1101014029,1.0,2.0,"(2,1)"
28,1.108626530612245,14746.355685131195,-49912.90042149732,11507.691732269937,12.148119508994917,1.0133765708714495,11.98776432984649,1101014029,1.0,2.0,"(2,1)"
